Date,Pair,Direction,Type,Score,Result,Entry,Close,SL,TP,RR,R_Result,Duration,PKT_Open,PKT_Close,Session,Macro,MTF15m,News,ATR,Notes
2026-03-08T03:28:25.553Z,BTC/USD,SELL,SCALP,85,SL,66996,,67034,66940,1.5,,,,,5,BEARISH,12,,47,
2026-03-08T04:18:25.369Z,BTC/USD,SELL,INTRADAY,77,TP,66999,,67194,66765,1.2,,,,,5,BEARISH,12,,98,
2026-03-08T04:34:32.605Z,ETH/USD,SELL,INTRADAY,77,TP,1950.8,,1957.3,1943,1.2,,,,,5,BEARISH,12,,3.3,
2026-04-05T11:29:17.197Z,BTC/USD,SELL,SCALP,,TP,,,,,,,,,,,,,,,No matching signal found
2026-04-05T11:29:18.190Z,ETH/USD,SELL,SCALP,,TP,,,,,,,,,,,,,,,No matching signal found
2026-03-08T08:03:24.548Z,BTC/USD,SELL,SCALP,73,SL,67296,,67320,67262,1.5,,,,,15,BEARISH,0,,29,
2026-03-08T11:29:31.402Z,ETH/USD,SELL,INTRADAY,76,TP,1959.7,,1967.1,1950.9,1.2,,,,,10,BEARISH,4,,3.7,
2026-03-08T11:34:32.269Z,ETH/USD,SELL,SCALP,82,TP,1960.2,,1961.2,1958.7,1.5,,,,,10,BEARISH,4,,1.2,
2026-03-08T12:23:24.251Z,BTC/USD,SELL,INTRADAY,89,SL,67275,,67601,66884,1.2,,,,,15,BEARISH,12,,163,
2026-03-08T12:29:32.124Z,ETH/USD,SELL,INTRADAY,89,TP,1944.8,,1956.6,1930.7,1.2,,,,,15,BEARISH,12,,5.9,
2026-03-08T12:59:32.772Z,ETH/USD,SELL,SCALP,87,SL,1946,,1947.2,1944.2,1.5,,,,,15,BEARISH,12,,1.5,
2026-03-08T13:23:25.840Z,BTC/USD,SELL,INTRADAY,89,TP,67107,,67409,66744,1.2,,,,,15,BEARISH,12,,151,
2026-03-08T13:29:32.852Z,ETH/USD,SELL,INTRADAY,91,SL,1933,,1944.9,1918.7,1.2,,,,,15,BEARISH,12,,6,
2026-03-08T13:33:25.709Z,BTC/USD,SELL,SCALP,89,TP,67086,,67142,67002,1.5,,,,,15,BEARISH,12,,70,
2026-03-08T14:39:32.847Z,ETH/USD,SELL,INTRADAY,77,SL,1943.7,,1954.2,1931.2,1.2,,,,,15,BEARISH,12,,5.2,
2026-03-08T14:43:25.689Z,BTC/USD,SELL,INTRADAY,87,TP,67104,,67408,66738,1.2,,,,,15,BEARISH,12,,152,
2026-03-08T15:39:32.896Z,ETH/USD,SELL,INTRADAY,85,SL,1938.6,,1947.6,1927.9,1.2,,,,,15,BEARISH,12,,4.5,
2026-03-08T15:43:25.809Z,BTC/USD,SELL,INTRADAY,85,TP,67212,,67472,66900,1.2,,,,,15,BEARISH,12,,130,
2026-03-08T16:08:25.775Z,BTC/USD,SELL,SCALP,72,TP,67214,,67249,67161,1.5,,,,,8,BEARISH,12,,44,
2026-03-08T16:28:26.049Z,BTC/USD,SELL,SCALP,78,TP,67127,,67158,67081,1.5,,,,,8,BEARISH,12,,38,
2026-03-08T16:39:33.757Z,ETH/USD,SELL,INTRADAY,78,TP,1936.3,,1944.1,1926.9,1.2,,,,,8,BEARISH,12,,3.9,
2026-03-08T16:54:33.013Z,ETH/USD,SELL,SCALP,78,TP,1938.1,,1939.3,1936.3,1.5,,,,,8,BEARISH,12,,1.5,
2026-03-08T17:28:25.801Z,BTC/USD,SELL,INTRADAY,80,TP,67086,,67323,66801,1.2,,,,,8,BEARISH,12,,119,
2026-03-08T17:44:33.035Z,ETH/USD,SELL,INTRADAY,78,TP,1935.8,,1944.2,1925.8,1.2,,,,,8,BEARISH,12,,4.2,
2026-03-08T17:53:25.824Z,BTC/USD,SELL,SCALP,80,TP,67055,,67087,67007,1.5,,,,,8,BEARISH,12,,40,
2026-03-08T17:54:33.747Z,ETH/USD,SELL,SCALP,82,TP,1937.8,,1938.6,1936.5,1.5,,,,,8,BEARISH,12,,1.1,
2026-03-08T18:23:25.834Z,BTC/USD,SELL,SCALP,78,SL,66915,,66953,66858,1.5,,,,,8,BEARISH,12,,47,
2026-03-08T18:38:25.782Z,BTC/USD,SELL,INTRADAY,84,TP,66899,,67112,66644,1.2,,,,,8,BEARISH,12,,107,
2026-03-08T18:44:33.384Z,ETH/USD,SELL,INTRADAY,84,SL,1931.4,,1938.3,1923.1,1.2,,,,,8,BEARISH,12,,3.5,
2026-03-08T18:54:33.025Z,ETH/USD,SELL,SCALP,78,SL,1931.3,,1932.3,1929.8,1.5,,,,,8,BEARISH,12,,1.2,
2026-03-08T18:58:25.898Z,BTC/USD,SELL,SCALP,78,TP,66849,,66883,66799,1.5,,,,,8,BEARISH,12,,42,
2026-04-05T11:30:13.960Z,ETH/USD,SELL,SCALP,,SL,,,,,,,,,,,,,,,No matching signal found
2026-04-05T11:30:14.943Z,BTC/USD,SELL,SCALP,,SL,,,,,,,,,,,,,,,No matching signal found
2026-03-08T19:47:15.903Z,EUR/USD,SELL,SCALP,73,SL,1.15672,,1.15741,1.15568,1.5,,,,,8,BEARISH,12,,0.00087,
2026-03-08T20:18:25.176Z,BTC/USD,SELL,INTRADAY,78,SL,67076,,67302,66803,1.2,,,,,8,BEARISH,12,,113,
2026-03-08T20:22:15.882Z,EUR/USD,SELL,SCALP,73,SL,1.15546,,1.15624,1.15429,1.5,,,,,8,BEARISH,12,,0.00097,
2026-03-08T20:28:23.739Z,GBP/USD,SELL,SCALP,73,TP,1.3339,,1.33454,1.33294,1.5,,,,,8,BEARISH,12,,0.0008,
2026-03-08T20:32:17.355Z,EUR/USD,SELL,INTRADAY,81,TP,1.15497,,1.15903,1.1501,1.2,,,,,8,BEARISH,12,,0.00203,
2026-03-08T20:43:24.746Z,GBP/USD,SELL,SCALP,73,TP,1.33406,,1.33448,1.33343,1.5,,,,,8,BEARISH,12,,0.00053,
2026-03-08T20:47:17.303Z,EUR/USD,SELL,SCALP,73,TP,1.15518,,1.15607,1.15384,1.5,,,,,8,BEARISH,12,,0.00112,
2026-03-08T21:27:14.592Z,BTC/USD,SELL,SCALP,74,TP,66962,,67008,66893,1.5,,,,,0,BEARISH,12,,58,
2026-03-08T21:32:14.617Z,BTC/USD,SELL,INTRADAY,76,TP,66895,,67177,66557,1.2,,,,,0,BEARISH,12,,141,
2026-03-08T21:57:14.696Z,BTC/USD,SELL,SCALP,80,TP,66975,,67012,66919,1.5,,,,,0,BEARISH,12,,46,
2026-04-05T11:30:35.958Z,BTC/USD,SELL,SCALP,,TP,,,,,,,,,,,,,,,No matching signal found
2026-04-05T11:30:37.186Z,BTC/USD,SELL,SCALP,,TP,,,,,,,,,,,,,,,No matching signal found
2026-03-08T22:52:14.189Z,BTC/USD,SELL,INTRADAY,80,SL,66069,,66564,65474,1.2,,,,,0,BEARISH,12,,248,
2026-03-09T00:02:16.927Z,EUR/USD,SELL,INTRADAY,75,SL,1.15246,,1.15361,1.15108,1.2,,,,,5,BEARISH,12,,0.00057,
2026-03-09T00:03:25.020Z,GBP/USD,SELL,INTRADAY,75,SL,1.33075,,1.33191,1.32936,1.2,,,,,5,BEARISH,12,,0.00058,
2026-03-09T00:03:28.015Z,BTC/USD,SELL,INTRADAY,79,SL,66042,,66460,65539,1.2,,,,,5,BEARISH,12,,209,
2026-03-09T00:04:36.159Z,ETH/USD,SELL,INTRADAY,76,SL,1939.5,,1953.4,1922.9,1.2,,,,,5,BEARISH,12,,6.9,
2026-03-09T00:07:16.254Z,XAU/USD,SELL,INTRADAY,77,TP,5060.94,,5087.8,5028.72,1.2,,,,,5,BEARISH,12,,13.43,
2026-03-09T00:32:16.761Z,XAU/USD,SELL,SCALP,75,SL,5046.55,,5049.63,5041.95,1.5,,,,,5,BEARISH,12,,3.84,
2026-04-05T11:30:48.210Z,BTC/USD,SELL,SCALP,,SL,,,,,,,,,,,,,,,No matching signal found
2026-04-05T11:30:49.193Z,ETH/USD,SELL,SCALP,,SL,,,,,,,,,,,,,,,No matching signal found
2026-03-09T01:12:16.938Z,EUR/USD,SELL,INTRADAY,75,SL,1.1517,,1.15267,1.15053,1.2,,,,,5,BEARISH,12,,0.00049,
2026-03-09T01:13:25.494Z,GBP/USD,SELL,INTRADAY,75,SL,1.3293,,1.3305,1.32786,1.2,,,,,5,BEARISH,12,,0.0006,
2026-03-09T01:32:17.589Z,EUR/USD,SELL,SCALP,75,SL,1.15142,,1.15151,1.15129,1.5,,,,,5,BEARISH,12,,0.00011,
2026-03-09T01:43:25.088Z,GBP/USD,SELL,SCALP,73,TP,1.32944,,1.32958,1.32923,1.5,,,,,5,BEARISH,12,,0.00018,
2026-03-09T01:58:26.799Z,BTC/USD,SELL,INTRADAY,75,TP,66225,,66636,65731,1.2,,,,,5,BEARISH,12,,206,
2026-03-09T02:07:16.027Z,XAU/USD,SELL,INTRADAY,77,SL,5065.08,,5089.14,5036.21,1.2,,,,,5,BEARISH,12,,12.03,
2026-03-09T02:13:27.419Z,BTC/USD,SELL,SCALP,79,SL,66248,,66317,66143,1.5,,,,,5,BEARISH,12,,87,
2026-03-09T02:34:33.909Z,ETH/USD,SELL,SCALP,74,SL,1943.7,,1945.4,1941.3,1.5,,,,,5,BEARISH,4,,2,
2026-03-09T03:42:16.216Z,EUR/USD,SELL,INTRADAY,75,SL,1.15174,,1.15255,1.15077,1.2,,,,,5,BEARISH,12,,0.0004,
2026-03-09T03:43:24.428Z,GBP/USD,SELL,INTRADAY,75,SL,1.32936,,1.33037,1.32814,1.2,,,,,5,BEARISH,12,,0.00051,
2026-03-09T04:57:14.111Z,XAU/USD,SELL,INTRADAY,75,SL,5086.94,,5097,5074.87,1.2,,,,,5,BEARISH,12,,5.03,
2026-03-09T07:02:14.240Z,XAU/USD,SELL,INTRADAY,77,TP,5095.93,,5111.9,5076.77,1.2,,,,,15,BEARISH,4,,7.98,
2026-03-09T07:07:16.998Z,EUR/USD,SELL,INTRADAY,77,SL,1.15398,,1.15523,1.15248,1.2,,,,,15,BEARISH,4,,0.00063,
2026-03-09T07:08:25.025Z,GBP/USD,SELL,INTRADAY,77,SL,1.33179,,1.33311,1.33021,1.2,,,,,15,BEARISH,4,,0.00066,
2026-03-09T07:22:15.576Z,XAU/USD,SELL,SCALP,81,SL,5099.85,,5101.39,5097.55,1.5,,,,,15,BEARISH,4,,1.92,
2026-03-09T07:23:25.603Z,GBP/USD,SELL,SCALP,77,SL,1.33169,,1.33186,1.33143,1.5,,,,,15,BEARISH,4,,0.00022,
2026-03-09T07:27:18.081Z,EUR/USD,SELL,SCALP,77,TP,1.15471,,1.15491,1.15441,1.5,,,,,15,BEARISH,4,,0.00025,
2026-03-09T08:17:14.976Z,XAU/USD,SELL,INTRADAY,77,SL,5097.73,,5110.07,5082.92,1.2,,,,,15,BEARISH,4,,6.17,
2026-03-09T08:22:17.275Z,EUR/USD,SELL,INTRADAY,77,SL,1.15402,,1.1553,1.15249,1.2,,,,,15,BEARISH,4,,0.00064,
2026-03-09T08:33:24.495Z,GBP/USD,SELL,INTRADAY,77,SL,1.33125,,1.33263,1.32959,1.2,,,,,15,BEARISH,4,,0.00069,
2026-03-09T08:37:15.685Z,XAU/USD,SELL,SCALP,85,TP,5095.66,,5097.36,5093.11,1.5,,,,,15,BEARISH,12,,2.12,
2026-03-09T08:53:25.159Z,GBP/USD,SELL,SCALP,77,TP,1.33134,,1.33151,1.33108,1.5,,,,,15,BEARISH,4,,0.00022,
2026-03-09T08:57:15.992Z,XAU/USD,SELL,SCALP,91,SL,5096.27,,5097.68,5094.14,1.5,,,,,15,BEARISH,12,,1.77,
2026-03-09T08:57:18.881Z,EUR/USD,SELL,SCALP,91,SL,1.15268,,1.15287,1.1524,1.5,,,,,15,BEARISH,12,,0.00023,
2026-03-09T10:22:14.343Z,XAU/USD,SELL,INTRADAY,76,SL,5104.21,,5116.72,5089.19,1.2,,,,,10,BEARISH,4,,6.26,
2026-03-09T11:32:14.350Z,XAU/USD,SELL,SCALP,72,SL,5087.38,,5089.11,5084.77,1.5,,,,,10,BEARISH,4,,2.17,
2026-03-09T11:47:14.361Z,XAU/USD,SELL,INTRADAY,78,SL,5085.78,,5096.78,5072.58,1.2,,,,,10,BEARISH,4,,5.5,
2026-03-09T12:52:16.493Z,EUR/USD,SELL,INTRADAY,77,SL,1.15561,,1.1565,1.15454,1.2,,,,,15,BEARISH,4,,0.00045,
2026-03-09T13:04:33.094Z,ETH/USD,BUY,INTRADAY,86,SL,2002.4,,1991.8,2015.2,1.2,,,,,15,BULLISH,12,,5.3,
2026-03-09T13:07:17.181Z,EUR/USD,SELL,SCALP,77,SL,1.15567,,1.15576,1.15553,1.5,,,,,15,BEARISH,4,,0.00012,
2026-03-09T13:44:33.138Z,ETH/USD,BUY,SCALP,86,SL,2010.9,,2007.6,2015.9,1.5,,,,,15,BULLISH,12,,4.2,
2026-03-09T14:04:33.144Z,ETH/USD,BUY,INTRADAY,92,SL,2021.6,,2004.1,2042.6,1.2,,,,,15,BULLISH,12,,8.7,
2026-03-09T14:07:15.214Z,XAU/USD,SELL,SCALP,74,TP,5080.69,,5083.5,5076.47,1.5,,,,,15,BEARISH,4,,3.52,
2026-03-09T14:17:18.138Z,EUR/USD,SELL,INTRADAY,77,SL,1.15506,,1.1563,1.15358,1.2,,,,,15,BEARISH,4,,0.00062,
2026-03-09T14:27:15.214Z,XAU/USD,SELL,SCALP,74,SL,5075.58,,5078.43,5071.3,1.5,,,,,15,BEARISH,4,,3.57,
2026-03-09T15:03:26.618Z,BTC/USD,BUY,INTRADAY,84,SL,69254,,68767,69839,1.2,,,,,15,BULLISH,12,,244,
2026-03-09T15:04:35.417Z,ETH/USD,BUY,INTRADAY,78,TP,2024.4,,2007.3,2044.9,1.2,,,,,15,BULLISH,12,,8.5,
2026-03-09T15:17:16.063Z,XAU/USD,SELL,INTRADAY,76,TP,5082.62,,5098.31,5063.78,1.2,,,,,15,BEARISH,4,,7.85,
2026-03-09T15:29:35.334Z,ETH/USD,BUY,SCALP,78,TP,2024.6,,2022.6,2027.6,1.5,,,,,15,BULLISH,12,,2.5,
2026-03-09T15:33:29.688Z,BTC/USD,BUY,SCALP,78,SL,69142,,69080,69235,1.5,,,,,15,BULLISH,12,,78,
2026-03-09T16:53:26.600Z,BTC/USD,BUY,INTRADAY,75,SL,69063,,68645,69566,1.2,,,,,8,BULLISH,12,,209,
2026-03-09T16:58:26.803Z,BTC/USD,BUY,SCALP,75,TP,69026,,68949,69142,1.5,,,,,8,BULLISH,12,,97,
2026-03-09T17:04:33.701Z,ETH/USD,BUY,INTRADAY,81,SL,2027.5,,2014.5,2043.1,1.2,,,,,8,BULLISH,12,,6.5,
2026-03-09T17:24:34.875Z,ETH/USD,BUY,SCALP,75,SL,2028.3,,2026.6,2030.8,1.5,,,,,8,BULLISH,12,,2.1,
2026-03-09T19:38:25.534Z,BTC/USD,BUY,INTRADAY,79,TP,69073,,68626,69609,1.2,,,,,8,BULLISH,12,,223,
2026-03-09T19:44:33.045Z,ETH/USD,BUY,INTRADAY,79,TP,2031.9,,2015.8,2051.1,1.2,,,,,8,BULLISH,12,,8,
2026-03-09T19:49:34.313Z,ETH/USD,BUY,SCALP,79,SL,2032.7,,2029,2038.2,1.5,,,,,8,BULLISH,12,,4.6,
2026-03-09T20:13:26.680Z,BTC/USD,BUY,SCALP,85,TP,69027,,68953,69138,1.5,,,,,8,BULLISH,12,,93,
2026-03-09T20:18:24.730Z,GBP/USD,BUY,INTRADAY,80,TP,1.34314,,1.34182,1.34473,1.2,,,,,8,BULLISH,12,,0.00066,
2026-03-09T20:43:25.341Z,GBP/USD,BUY,SCALP,76,SL,1.34323,,1.34308,1.34346,1.5,,,,,8,BULLISH,12,,0.00019,
2026-03-09T20:58:27.492Z,BTC/USD,BUY,INTRADAY,77,TP,68971,,68635,69373,1.2,,,,,8,BULLISH,12,,168,
2026-03-10T00:23:24.042Z,GBP/USD,BUY,INTRADAY,75,SL,1.34338,,1.34251,1.34442,1.2,,,,,5,BULLISH,12,,0.00043,
2026-03-10T00:47:17.032Z,EUR/USD,BUY,INTRADAY,76,SL,1.16328,,1.16252,1.16419,1.2,,,,,5,BULLISH,12,,0.00038,
2026-03-10T00:58:27.418Z,BTC/USD,BUY,SCALP,72,SL,69135,,69083,69211,1.5,,,,,5,BULLISH,12,,64,
2026-03-10T01:13:26.220Z,BTC/USD,BUY,INTRADAY,76,SL,69170,,68900,69495,1.2,,,,,5,BULLISH,12,,135,
2026-03-10T02:13:26.978Z,BTC/USD,BUY,INTRADAY,82,TP,69194,,68899,69549,1.2,,,,,5,BULLISH,12,,148,
2026-03-10T02:27:15.621Z,XAU/USD,BUY,SCALP,72,TP,5176.15,,5175.06,5177.77,1.5,,,,,5,BULLISH,12,,1.35,
2026-03-10T02:27:18.526Z,EUR/USD,BUY,INTRADAY,76,TP,1.16247,,1.16178,1.1633,1.2,,,,,5,BULLISH,12,,0.00035,
2026-03-10T02:54:34.574Z,ETH/USD,BUY,SCALP,72,SL,2042,,2038.8,2046.8,1.5,,,,,5,BULLISH,12,,4,
2026-03-10T03:09:34.092Z,ETH/USD,BUY,INTRADAY,82,TP,2041.3,,2026.9,2058.6,1.2,,,,,5,BULLISH,12,,7.2,
2026-03-10T03:13:26.979Z,BTC/USD,BUY,INTRADAY,78,SL,70180,,69748,70699,1.2,,,,,5,BULLISH,12,,216,
2026-03-10T03:14:35.890Z,ETH/USD,BUY,SCALP,82,TP,2041.9,,2039.6,2045.3,1.5,,,,,5,BULLISH,12,,2.8,
2026-03-10T04:44:32.798Z,ETH/USD,BUY,INTRADAY,76,SL,2040.7,,2030.8,2052.4,1.2,,,,,5,BULLISH,12,,4.9,
2026-03-10T04:49:33.515Z,ETH/USD,BUY,SCALP,76,TP,2038.8,,2037.7,2040.5,1.5,,,,,5,BULLISH,12,,1.4,
2026-03-10T04:53:26.455Z,BTC/USD,BUY,INTRADAY,79,TP,69876,,69538,70280,1.2,,,,,5,BULLISH,12,,169,
2026-03-10T05:23:27.138Z,BTC/USD,BUY,SCALP,79,TP,70166,,70108,70252,1.5,,,,,5,BULLISH,12,,72,
2026-03-10T05:27:15.839Z,XAU/USD,BUY,SCALP,72,SL,5169.93,,5169.27,5170.92,1.5,,,,,5,BULLISH,12,,0.83,
2026-03-10T05:42:15.992Z,XAU/USD,BUY,INTRADAY,78,SL,5170.19,,5163.86,5177.78,1.2,,,,,5,BULLISH,12,,3.16,
2026-03-10T06:27:15.745Z,XAU/USD,BUY,SCALP,72,TP,5176.97,,5176.28,5178,1.5,,,,,5,BULLISH,12,,0.86,
2026-03-10T06:28:27.809Z,BTC/USD,BUY,INTRADAY,77,TP,70125,,69843,70462,1.2,,,,,5,BULLISH,12,,141,
2026-03-10T06:47:17.136Z,XAU/USD,BUY,SCALP,74,TP,5176.09,,5175.06,5177.64,1.5,,,,,5,BULLISH,12,,1.29,
2026-03-10T07:02:18.907Z,EUR/USD,BUY,INTRADAY,86,SL,1.16319,,1.16257,1.16393,1.2,,,,,15,BULLISH,12,,0.00031,
2026-03-10T07:07:16.629Z,XAU/USD,BUY,INTRADAY,84,SL,5177.94,,5171.61,5185.53,1.2,,,,,15,BULLISH,12,,3.16,
2026-03-10T07:08:26.769Z,GBP/USD,BUY,,,SKIPPED,,,,,,,,,,,,,,,**Signal skipped — RSI & Stoch both 0**
2026-03-10T07:17:17.508Z,XAU/USD,BUY,SCALP,74,SL,5174.53,,5173.4,5176.22,1.5,,,,,15,BULLISH,12,,1.41,
2026-03-10T07:19:36.786Z,ETH/USD,BUY,INTRADAY,88,TP,2047.7,,2038.9,2058.2,1.2,,,,,15,BULLISH,12,,4.4,
2026-03-10T07:28:28.390Z,BTC/USD,BUY,INTRADAY,85,TP,70373,,70032,70783,1.2,,,,,15,BULLISH,12,,171,
2026-03-10T07:38:27.149Z,BTC/USD,BUY,SCALP,89,TP,70312,,70264,70386,1.5,,,,,15,BULLISH,12,,61,
2026-03-10T07:44:34.552Z,ETH/USD,BUY,SCALP,86,SL,2050.7,,2049.5,2052.5,1.5,,,,,15,BULLISH,12,,1.5,
2026-03-10T08:07:15.822Z,XAU/USD,BUY,SCALP,82,SL,5178.06,,5176.96,5179.7,1.5,,,,,15,BULLISH,12,,1.37,
2026-03-10T08:07:18.532Z,EUR/USD,BUY,,,SKIPPED,,,,,,,,,,,,,,,**Signal skipped — RSI & Stoch both 0**
2026-03-10T08:12:17.305Z,XAU/USD,BUY,INTRADAY,82,TP,5181.95,,5173.41,5192.18,1.2,,,,,15,BULLISH,12,,4.27,
2026-03-10T08:12:20.211Z,EUR/USD,BUY,INTRADAY,78,TP,1.16534,,1.16446,1.16639,1.2,,,,,15,BULLISH,12,,0.00044,
2026-03-10T08:13:28.121Z,GBP/USD,BUY,INTRADAY,81,SL,1.3471,,1.34603,1.34839,1.2,,,,,15,BULLISH,12,,0.00054,
2026-03-10T08:22:16.754Z,XAU/USD,BUY,SCALP,82,TP,5180.17,,5179.19,5181.65,1.5,,,,,15,BULLISH,12,,1.23,
2026-03-10T08:24:36.093Z,ETH/USD,BUY,INTRADAY,78,SL,2064.8,,2053.9,2077.9,1.2,,,,,15,BULLISH,12,,5.4,
2026-03-10T08:28:28.794Z,BTC/USD,BUY,INTRADAY,85,TP,70808,,70454,71233,1.2,,,,,15,BULLISH,12,,177,
2026-03-10T08:29:37.417Z,ETH/USD,BUY,SCALP,86,SL,2060.6,,2058.8,2063.3,1.5,,,,,15,BULLISH,12,,2.3,
2026-03-10T08:43:27.317Z,GBP/USD,BUY,SCALP,87,SL,1.34718,,1.34706,1.34736,1.5,,,,,15,BULLISH,12,,0.00015,
2026-03-10T08:52:20.370Z,EUR/USD,BUY,SCALP,78,TP,1.16555,,1.16543,1.16573,1.5,,,,,15,BULLISH,12,,0.00015,
2026-03-10T09:08:27.928Z,BTC/USD,BUY,SCALP,87,SL,70787,,70741,70857,1.5,,,,,15,BULLISH,12,,58,
2026-03-10T09:17:16.602Z,XAU/USD,BUY,INTRADAY,88,SL,5188.53,,5180.75,5197.88,1.2,,,,,15,BULLISH,12,,3.89,
2026-03-10T09:17:19.484Z,EUR/USD,BUY,INTRADAY,84,SL,1.16554,,1.16463,1.16664,1.2,,,,,15,BULLISH,12,,0.00046,
2026-03-10T09:18:27.374Z,GBP/USD,BUY,INTRADAY,77,SL,1.34638,,1.34533,1.34764,1.2,,,,,15,BULLISH,12,,0.00052,
2026-03-10T09:22:21.058Z,EUR/USD,BUY,SCALP,78,SL,1.16535,,1.16518,1.1656,1.5,,,,,15,BULLISH,12,,0.00021,
2026-03-10T09:24:38.402Z,ETH/USD,BUY,INTRADAY,78,SL,2060.7,,2051.6,2071.6,1.2,,,,,15,BULLISH,12,,4.5,
2026-03-10T09:28:29.479Z,BTC/USD,BUY,INTRADAY,87,SL,71095,,70733,71530,1.2,,,,,15,BULLISH,12,,181,
2026-03-10T09:38:29.312Z,BTC/USD,BUY,SCALP,76,SL,71105,,71034,71211,1.5,,,,,10,BULLISH,12,,88,
2026-03-10T09:42:20.202Z,EUR/USD,BUY,SCALP,73,SL,1.16541,,1.1653,1.16557,1.5,,,,,10,BULLISH,12,,0.00013,
2026-03-10T09:52:18.122Z,XAU/USD,BUY,SCALP,73,SL,5185.94,,5184.95,5187.42,1.5,,,,,10,BULLISH,12,,1.24,
2026-03-10T09:57:20.219Z,EUR/USD,BUY,SCALP,79,SL,1.16553,,1.16542,1.16569,1.5,,,,,10,BULLISH,12,,0.00013,
2026-03-10T09:58:30.366Z,BTC/USD,BUY,SCALP,76,SL,71040,,70990,71114,1.5,,,,,10,BULLISH,12,,62,
2026-03-10T09:59:38.357Z,ETH/USD,BUY,SCALP,73,SL,2067.4,,2066.2,2069.1,1.5,,,,,10,BULLISH,12,,1.4,
2026-04-05T11:34:33.117Z,GBP/USD,BUY,SCALP,,SL,,,,,,,,,,,,,,,No matching signal found
2026-03-10T10:33:27.542Z,BTC/USD,BUY,INTRADAY,82,SL,70900,,70597,71264,1.2,,,,,10,BULLISH,12,,152,
2026-03-10T10:34:35.488Z,ETH/USD,BUY,INTRADAY,79,SL,2063.2,,2054.8,2073.3,1.2,,,,,10,BULLISH,12,,4.2,
2026-03-10T11:12:18.062Z,EUR/USD,BUY,INTRADAY,77,TP,1.1646,,1.16353,1.16589,1.2,,,,,10,BULLISH,12,,0.00054,
2026-03-10T11:14:35.320Z,ETH/USD,BUY,SCALP,73,SL,2062.1,,2060.7,2064.2,1.5,,,,,10,BULLISH,12,,1.8,
2026-03-10T11:27:16.641Z,XAU/USD,BUY,SCALP,72,SL,5185.3,,5183.72,5187.68,1.5,,,,,10,BULLISH,12,,1.98,
2026-03-10T11:32:17.804Z,XAU/USD,BUY,INTRADAY,76,SL,5182.14,,5171.39,5195.05,1.2,,,,,10,BULLISH,12,,5.38,
2026-03-10T11:34:36.968Z,ETH/USD,BUY,INTRADAY,79,SL,2062.9,,2053.7,2074,1.2,,,,,10,BULLISH,12,,4.6,
2026-03-10T11:44:35.911Z,ETH/USD,BUY,SCALP,77,TP,2063.5,,2062.5,2065,1.5,,,,,10,BULLISH,12,,1.2,
2026-03-10T11:53:26.656Z,GBP/USD,BUY,INTRADAY,80,SL,1.34569,,1.3447,1.34688,1.2,,,,,10,BULLISH,12,,0.00049,
2026-03-10T12:42:14.773Z,XAU/USD,BUY,INTRADAY,77,SL,5181.14,,5171.43,5192.79,1.2,,,,,15,BULLISH,12,,4.86,
2026-03-10T12:48:26.729Z,BTC/USD,BUY,INTRADAY,77,TP,70537,,70299,70822,1.2,,,,,15,BULLISH,4,,119,
2026-03-10T12:58:25.653Z,GBP/USD,BUY,INTRADAY,77,TP,1.3447,,1.34365,1.34596,1.2,,,,,15,BULLISH,4,,0.00052,
2026-03-10T13:12:18.159Z,EUR/USD,BUY,INTRADAY,78,SL,1.16408,,1.16315,1.1652,1.2,,,,,15,BULLISH,4,,0.00047,
2026-03-10T13:17:18.994Z,EUR/USD,BUY,SCALP,78,SL,1.16396,,1.16383,1.16416,1.5,,,,,15,BULLISH,4,,0.00017,
2026-03-10T13:23:28.717Z,BTC/USD,BUY,SCALP,85,TP,70679,,70636,70744,1.5,,,,,15,BULLISH,12,,54,
2026-03-10T13:38:26.865Z,GBP/USD,BUY,SCALP,77,SL,1.34592,,1.34573,1.3462,1.5,,,,,15,BULLISH,4,,0.00023,
2026-03-10T13:42:16.292Z,XAU/USD,BUY,INTRADAY,81,SL,5209.34,,5195.09,5226.43,1.2,,,,,15,BULLISH,12,,7.12,
2026-03-10T13:47:17.489Z,XAU/USD,BUY,SCALP,87,SL,5213.3,,5211.12,5216.57,1.5,,,,,15,BULLISH,12,,2.73,
2026-03-10T14:28:23.944Z,GBP/USD,BUY,INTRADAY,79,TP,1.34534,,1.3442,1.3467,1.2,,,,,15,BULLISH,4,,0.00057,
2026-03-10T14:37:15.565Z,XAU/USD,BUY,SCALP,78,TP,5208.41,,5206.65,5211.06,1.5,,,,,15,BULLISH,12,,2.21,
2026-03-10T14:37:18.859Z,EUR/USD,BUY,INTRADAY,84,TP,1.16412,,1.16324,1.16518,1.2,,,,,15,BULLISH,4,,0.00044,
2026-03-10T14:42:16.900Z,XAU/USD,BUY,INTRADAY,84,TP,5210.94,,5194.05,5231.22,1.2,,,,,15,BULLISH,12,,8.45,
2026-03-10T14:53:28.277Z,BTC/USD,BUY,INTRADAY,81,SL,70885,,70332,71549,1.2,,,,,15,BULLISH,4,,277,
2026-03-10T15:08:29.109Z,BTC/USD,BUY,SCALP,89,SL,71199,,71051,71422,1.5,,,,,15,BULLISH,12,,186,
2026-03-10T15:14:36.069Z,ETH/USD,BUY,INTRADAY,86,TP,2069,,2047.2,2095.2,1.2,,,,,15,BULLISH,12,,10.9,
